X1_t_0,X2_t_0,X3_t_0,X4_t_0,X5_t_0,X6_t_0,X7_t_0,X8_t_0,X1_t_1,X2_t_1,X3_t_1,X4_t_1,X5_t_1,X6_t_1,X7_t_1,X8_t_1,X1_t_2,X2_t_2,X3_t_2,X4_t_2,X5_t_2,X6_t_2,X7_t_2,X8_t_2,X1_t_3,X2_t_3,X3_t_3,X4_t_3,X5_t_3,X6_t_3,X7_t_3,X8_t_3,X1_t_4,X2_t_4,X3_t_4,X4_t_4,X5_t_4,X6_t_4,X7_t_4,X8_t_4,X1_t_5,X2_t_5,X3_t_5,X4_t_5,X5_t_5,X6_t_5,X7_t_5,X8_t_5,X1_t_6,X2_t_6,X3_t_6,X4_t_6,X5_t_6,X6_t_6,X7_t_6,X8_t_6,X1_t_7,X2_t_7,X3_t_7,X4_t_7,X5_t_7,X6_t_7,X7_t_7,X8_t_7,X1_t_8,X2_t_8,X3_t_8,X4_t_8,X5_t_8,X6_t_8,X7_t_8,X8_t_8,X1_t_9,X2_t_9,X3_t_9,X4_t_9,X5_t_9,X6_t_9,X7_t_9,X8_t_9
0.5552450498638737,0.5515739935567683,-0.019834717503409663,-0.2978654319441896,-0.06814474903299766,-0.48576666268298035,0.7833018431127723,0.4043179842713752,0.4975456723849943,0.4929088410292274,0.012565606324334335,-0.7906136172433511,0.1425693486348924,-0.6040439661443917,0.1021797847544984,0.3769590616146029,0.7680453265004469,0.2889699802240582,0.3452240689847354,-0.28436506454855165,0.6388754567542022,-0.5421067258267647,0.6907527318721278,-0.12158716228253183,0.27514989948999974,0.37453389950961036,-0.22623279977675248,-0.42788271153640345,0.4915692706921528,-0.6335635683822226,0.07417351299690994,0.3822411276225651,0.41714349702850695,0.27471845490637414,0.059041693860626465,-0.5260178756819729,0.5687629098230808,-0.019249046700761427,0.19834655761247055,-0.04619349575111484,0.3592063211697542,0.5409003934820659,0.10990731029453511,-0.2561987731486482,0.5545159512545561,-0.2504193529844802,0.35647231067411916,0.13304754731244667,0.7204104920413719,0.10331443874679402,-0.5593944940301088,0.08852037721801903,-0.0455856609064062,-0.19665721222800928,1.412433186191782,-0.08560139134189526,0.41726818819499906,0.7528747734027392,0.1770994279488261,-0.22390430832131547,0.7924582747414249,-0.5007943605662436,0.3884024510303433,0.8974427586307536,0.5150476598049616,0.06788905807241771,0.019058325239632627,-0.15867578954615683,0.46291043941719584,-0.0010906394339375552,0.5978516949774009,-0.3902275075782884,0.2624580701550887,0.35998434953090996,0.05909399710485966,-0.6442552048706686,0.5396383263275178,-0.38954027824999726,0.04864589186160517,-0.03791773234102619
0.5872751266800473,0.12945470172397633,0.16057296213426955,-0.22681035180705417,0.03659291436313483,-0.4037585914184435,0.3555541119975096,0.11665379143816394,0.6764280627375876,0.14029577708598823,0.23622216314420275,-0.02773679677721133,0.06856808863549888,-0.2219327127788484,0.5043052483745191,0.15300084896771918,0.7273240311532847,0.12630351973882842,0.012166211024897233,-0.5591738668703021,-0.12483094754291435,0.42742401561743526,0.49819368197696945,0.5367466370580736,0.5905763493883595,0.5623292358787033,0.11613365023501099,-0.3756603522815788,0.24387039730596055,-0.5094769713523498,0.3768028294698493,0.13288783645946703,0.5572214707532349,-0.347487036187357,-0.1006921241536112,-0.2514602034356465,-0.03936165363239816,-0.07714875531463014,0.31281456193842777,-0.11864502818690095,0.43615916212602046,0.5462490334289352,-0.20529218948355565,-0.4559677104469364,-0.022024769203534134,-0.27309556322516887,0.3370730093676454,0.5247313393194603,0.5621320306395728,0.1340479587154636,-0.2553846232239837,0.16973360611194505,0.18533529184067332,-0.38150033911524284,0.6429010061355984,-0.08904938533534609,0.6887558480028206,-0.08298870362892458,-0.062679041541391,-0.35496095572660047,0.14508647020003818,-0.4589690695172866,0.4383494460739673,-0.2940502868404671,0.6754469575070942,-0.17803872102389573,-0.13017544872478903,-0.19539818035896572,0.08850346069856047,0.08679055417105475,0.6058201633093533,0.06705444976969217,0.5613969079513242,0.37905720556723704,-0.03706495816749658,0.11716158033678753,0.47385723858818285,-0.17369894794537624,0.3048612362754881,-0.08444519940362114
0.3391279464406773,0.8385236804230434,-0.18339258369720415,-0.7154128488167836,0.09292946905657418,-0.8763992821271802,0.6935572082221634,0.3467126621983441,0.5114507367203789,0.5387557075709886,-0.009354947554127899,-0.41146366180585026,0.5462309362068575,-0.5552602121318804,0.17567467142441462,-0.4072085006056858,0.43694815055220526,0.32896890798701084,0.027427230611309264,-0.09694962773014638,-0.1081173513993621,-0.09330028925634143,0.8261599858796764,0.09054042881642071,0.25836663711380536,0.46402261769099395,0.20238021666703337,-0.32786295387203634,-0.2126386634167367,-0.432868706796063,0.5313020203681545,0.3274522929981903,0.8974914393422693,0.234992139161585,0.11998182176010841,-0.7846736453782089,0.5595875773152179,-0.252423570692931,0.8717079726480456,0.2131040346888899,0.335212565844497,0.5781220552046269,0.04460353084739182,0.23057688197952436,0.32140345407254106,-0.6877955238177506,0.6007392707860773,0.10992734342950256,0.4045581931431883,0.4444076023845068,-0.02401743632064804,-0.06648860494572864,0.2811759753256031,-0.5480899603432613,0.10524999467224894,0.15140464082428093,0.6744865117320928,-0.04047182617706169,0.3759579171336297,-0.22763875291573332,0.5866102774982235,-0.618469822005014,0.12370221312963614,0.25508246793430017,0.7963665752871022,0.7960376150100692,-0.2023602836320353,-0.41156736438025765,0.6816600825098398,-0.5942482081025253,0.7714457779021598,-0.2624917569943841,0.30390079049940977,0.1993156878253441,-0.1726148977759759,-0.1748251158406421,0.1590096974505244,0.021211893010764038,0.48250330563284616,0.5111602042246793
0.6258020254021266,0.09200209234093398,-0.08397942013423594,-0.25873296619666586,-0.2611935507989886,-0.45220385968353344,0.6406633067697451,0.1765817248164157,0.24465081959019652,0.12544157688746843,0.03733068368147504,0.13242214863811785,0.3401858136770255,-0.06765222203034725,0.7217083768443143,0.025435330866931297,2.053961983374667,0.4361542524427436,-0.21254680344802665,0.011457306221206873,0.01795578047034821,-0.43530675113431644,0.3916125582581021,0.15099450841582762,1.2845433686803538,0.9637881604612064,0.0018253886470620713,-0.1939987010053737,0.20287414389022576,-0.6359365535631717,-0.35584531559589017,0.27047579453995996,-0.014301791881450199,0.6559734409785505,0.18765624344912887,-0.1912402550208336,0.8789442653453248,0.05073923285297724,0.580509199195659,-0.027412941465597335,0.7146655585214313,0.10928718772639096,-0.0780018292833155,-0.6345788536333067,-0.22025740097716215,-0.41378177901519825,0.45912283695164313,0.3336614285316142,0.5264048997540193,0.5246759800303928,0.11952176351625879,-0.47315431813306463,0.11400966595359988,0.16997269389504036,0.4221382035489094,0.1498283261200874,1.167504809277538,0.0410340834879962,0.109097397168929,-0.38320310862850115,0.037196693202201425,-0.3642262116177496,0.2688211449697612,0.1660060923176175,0.14669390407401245,-0.022363974218356897,0.05681271348685554,-0.03568948739466459,0.19151481951914,-0.6371455621021914,0.5340364331352485,0.2682034847251063,0.615898621251312,0.6683834173722506,0.37438571716680236,-0.1317806795760303,0.4235879870740354,0.05536821963387337,0.3762935955977679,0.10939114862355846
0.7262945949118254,0.09967079063446355,-0.05936062325973601,-0.1295017077838742,0.0877212868985763,-0.16783226391986572,0.7074003030173976,0.1668902410272434,0.6266477924231486,0.27292002663976445,0.11730060658043912,-0.034378201120573215,0.02316296291524017,-0.49410993967359274,0.5106251933559247,0.2749729314260426,0.12050922655679436,0.2549274475297451,-0.21398971979500547,-0.5271573188342255,0.13928184799939153,-0.11238636198921645,0.2879700992956089,0.2828809899767957,0.37916844965685514,0.3534523761708364,-0.16233381154299678,-0.01516669442414692,0.41054897148183833,-0.912517689212706,0.2896302559321539,-0.04034674483899936,0.5586598341675325,0.2653397855931898,-0.030477272400052186,-0.43440919768506286,0.0933459317797627,-0.7047003910090895,0.5011133622987674,0.23453760205906832,0.6868965075262956,0.5084051619536762,-0.21756702122583377,0.015293610093507173,0.13049049454424172,-0.6310750206199662,0.5951890149351069,0.05370078764210803,0.5616830469618544,0.20578303505537376,0.017082519577992283,0.82639808507184,0.2616563045305603,0.004833859673680656,0.7718819742227836,-0.19094927156189578,0.45040388710113455,0.6841670574756546,-0.20123293869679582,-0.48408654883657143,0.3512785809593618,-0.2857807940587516,0.17728712721094558,0.4403727980582639,0.5413082977715494,0.27611574768820957,-0.11708768392771937,-0.1312256623598945,0.18679825743590722,-0.16864907730292417,0.6436415156299726,-0.48483705588233694,0.5343349515726652,-0.09375606033294234,-0.14720965527084956,-0.7315877099723926,0.31804767315891797,0.07372403869741645,0.5937987635338975,-0.23357356457617798
0.43469809331854226,0.24990127336285634,0.12971485412691436,-0.14955612492642834,0.13171270310186403,0.04206713491016172,0.44599781336691685,0.09369153693935178,0.2555414442437801,0.1318215740512521,0.4108254651895493,0.31716594657973796,0.14276480767473515,0.31003587373688063,0.6241237051955,0.2540167061906785,0.4323316138630094,0.08810920522580809,-0.3886582818975358,-0.4388060527077848,0.21532321684491212,-0.12689842415027613,0.5282134674591322,0.15674217029296175,0.36398459987427934,-0.3508153075820889,0.258445150589161,-0.41988348103922074,0.2207350001974075,-0.19490527868839722,0.5853771624410716,0.10390305487956986,0.5446885432379012,0.4150725748862155,0.15982054975019816,-0.3002406910349518,0.4935688117422626,-1.2282349827511574,0.4785106347876566,0.018799087255167574,0.2838605321676945,0.35446487853520886,0.0043546712855032504,-0.8005366089605541,0.27703162585747926,-0.6897702222344552,0.5001989143091955,0.014046229847938616,0.40194650983166974,0.04300781792471786,-0.07494761858947199,-0.09564484490598125,0.16684778843396716,0.07923631422649807,0.5386478745438892,0.3008870578524707,0.4878877396504914,0.682762782557774,-0.29971614655733503,-0.3491129007972074,0.152453443273037,-0.1780657963501824,0.45388207657349977,-0.04998009352552113,0.41027645885395214,0.422467947302171,-0.06650015338740227,0.11231314393517841,0.27425497247557135,-0.22033239177479874,0.4621963255851784,0.24847756337488736,0.7613402499159954,0.489205828710252,-0.24425989929991193,-0.10719582308899434,0.178391495150094,-0.8394165615756902,0.5020244062258139,0.09139715941187826
0.5339252398519403,0.5168978735156545,-0.02604482323536541,-0.3170028462556362,0.2800751909917019,-0.4398830696749175,0.21849931424130653,-0.0929146294355793,1.028187367034259,0.07063553458841984,0.10328480597383881,-0.3325845523806236,0.15502245587248215,-0.06999486485472957,0.6472037209521417,0.44280576777923675,0.4729670468946172,0.36947040268607056,0.22460072324787703,-0.3914414533643191,0.20662214420071356,-0.437109803072678,0.1549645983869996,0.2783745470056316,0.6621760614498862,0.10877971038023002,0.33983278855997867,-0.12671773499325129,0.29309682378612323,0.20185298383848801,0.5956524949502222,0.173605325377616,0.8115206287890147,0.3357739365018897,-0.1668997401965139,-0.2840051085588955,0.2163295541972659,-0.2897174622469594,0.3019518613076962,0.2871262015052599,0.6027173217250207,0.2979727644111704,0.18793494105952593,0.0032118560915676553,-0.13451342487791917,-0.4438281654467083,0.6942834099525217,-0.20910735463225466,0.8253725261943057,0.43065091050944904,-0.17877277184928658,-0.509146178206673,-0.024335720746541056,-0.6607275741782122,0.1472153345858787,0.06014109235479709,0.5656719727047738,0.20707600276764537,0.29010443134954433,-0.5067968424661883,0.15259874123760192,-0.14589185289090312,0.16110899261232436,-0.24904864322999035,-0.3946793593380826,0.3724635336223126,0.06387541344564632,-0.380401895898324,-0.058041388398606786,0.2810992205237269,0.36974082142629805,0.11067244365676618,0.23953025484990562,0.37232990836221996,-0.062112808281570835,0.028106723563400923,-0.15989282088138446,-0.37587694570023455,0.15026885122704658,-0.032675126435017576
0.21150222539384256,0.3574428448876886,0.28279120958088444,-0.189093878130077,0.19384381056546127,-0.45938729730994166,0.6836309309528608,0.2741127886441429,0.38237537746685263,0.48506684316281523,0.31384262453058936,-0.0833011229976763,0.20372747257311485,-0.9073635870434643,0.3197931503157352,-0.047641573366033196,0.4195636873000935,0.2076975375030962,-0.017950841949878973,-0.3864426732907358,0.19579638685140016,-0.06318123039452178,0.11685304219062137,-0.03864841647817743,1.0680982094521339,0.27529576377070547,-0.0731377458611991,-0.18677700184307305,0.42134057645089484,-0.5541203117639545,0.571209352091508,-0.023850362581237516,0.259396014047397,0.13100048985029777,0.02735763655955948,-0.2917765314771137,0.12376293307068792,0.10118508633713229,0.6339113166843817,0.11328248592288999,0.33751248975867354,0.49135578062431706,-0.23136603921745977,-0.2659344784403368,0.19119511250796134,-0.38946194511474963,0.34501345147072243,-0.2954985290133774,0.5699336285758528,0.33469356071274936,-0.5537959456015534,-0.08835653677353536,-0.030408487854227118,-0.43114773814594265,0.6634513217953322,0.10271699782620887,0.1043680967992262,0.41714666535461,0.06070557998422424,-0.1518728804176672,-0.026150625085997636,-0.7968783053427371,0.27622193246679155,0.08720569589282513,0.7463142449526686,0.6254947647692172,0.18450961661812731,-0.4884418738061367,0.5473223913669363,-0.9627002254211457,0.4437102844181279,0.04244321539615975,0.22100160804038438,0.04581428972267226,0.057723239242854905,-0.17308899715218184,0.38787313386471456,-0.004255592354899196,0.49608028925898795,-0.18133919585438107
0.5235771174052793,0.32668532200006767,0.06387266126041152,-0.5081499459749358,0.39265081842223365,-0.6467629119891452,0.36811255514541513,0.34879012110877716,0.36304080375613956,-0.1979017612517517,0.017824805605053035,-0.43387905468038696,0.47758193933585275,0.2064199699330006,0.45420938030641433,-0.0027781293538687857,0.6418745061406732,0.5696751093731754,0.26627928604670165,0.12692727431864803,0.4320203972173838,-0.04587210241201434,0.20015773158889982,0.2643047689777801,0.682580352463527,-0.08704046156008735,0.0325610531944031,-0.21114427776461003,0.1762519142351135,0.1842250338970891,0.660747329052309,0.0606750896827675,0.7227889147756497,-0.024392649323086157,0.0069432754272895775,-0.22113036418498583,0.23864405364572835,-0.4953241766994071,0.35552404138702876,0.13361463883661656,0.46746675060055054,0.24755057258058538,0.01785753749299429,-0.1915238931858139,-0.07599788990897569,-0.4186646481006822,0.23590222151231988,0.25167499610480737,0.19613253116398477,0.09662669783844008,-0.06985231778858855,-0.038223852035519076,0.025626100182364497,0.17558857717916027,0.2948000421626663,0.281020928352923,0.7481518045333554,0.1655744101179772,0.09330109829954229,-0.4680717163710879,0.3192115508942202,-0.47307997159824683,0.5961050765693625,-0.02288408552083207,0.5300925565616841,-0.15159353508565582,-0.06981046086525791,-0.3885972666386829,0.11902279238887659,0.14774139274923515,0.7279483945998964,0.3176916859296036,0.43313916490293425,0.5965471024347082,0.10508482769285206,-0.4607284605467692,0.4002178531726236,0.20947304285438384,0.3797021770715989,0.24190268716589594
0.622693934220074,0.13732234477265576,-0.3888826476187895,0.2486827402264432,0.2509640708798364,0.3407955378898865,0.04136901184234132,0.4351108196180924,0.3745636056955893,0.6949004283645835,-0.034140164137385014,-0.035989121121340895,0.24338794233454922,-0.4258405916678925,0.7414381753043612,0.08629694410363117,0.7165053838065184,0.06873585801217633,0.07203292095345157,-0.0354066097655165,0.13924832462383296,0.08513952101421005,0.6002569890398483,0.09676942957443688,0.39171542705186424,-0.061943251547650124,0.4805495650711932,-0.396221938216815,0.08556212291471244,-0.30425336660012225,0.4120789823977685,0.3558081219160466,0.7337826566483412,0.47466076936127294,0.3229255274634528,-0.7770931205115394,0.1807135895543358,-1.0771406789705118,0.5009265616259719,-0.02088057756274858,0.16179275471284088,0.558732928348856,0.23570344180727942,-0.4217256358520368,-0.08416588360447635,-0.7218511278904409,0.3797738690115433,-0.16714412412883747,0.6862692377578419,0.307931541539669,0.4826119180516187,0.18712703774170752,-0.19059335342219627,-0.9279208504370571,0.48540083201966855,0.1137771390637691,0.8416923360284032,0.7027432209038132,-0.24573989206718372,0.06264567008139338,0.03686107549726242,-0.036585299023818324,-0.15666354577935415,0.13314510460426934,0.04514368832117921,-0.07201884359196115,0.24261603370777457,-0.6498872843784991,0.5086707783790265,0.24357582519710994,0.0904140293413056,0.27224889398883334,0.6209491520072336,0.2846976821020473,0.10490193668956846,-0.5392576438841963,0.25482998329728096,-0.32338290320314417,0.4477271768621789,0.24044293777935918
